objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"T.I.M.E Stories: Expedition – Endurance","193527","6","","0","1","0","0","0","0","0","0","0","3","","","","","","57824869","6.6439","7.36983","2.2692","0","9294","thing","T.I.M.E Stories: Expedition – Endurance","2","4","90","90","60","2017","3,4","4","14+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"T.I.M.E Stories: The Marcy Case","180585","6","","0","1","0","0","0","0","0","0","0","3","","","","","","57824864","7.04172","7.51907","2.6703","0","16046","thing","T.I.M.E Stories: The Marcy Case","2","4","90","90","60","2015","2,3,4","4","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"T.I.M.E Stories: Under the Mask","189686","2","","0","1","0","0","0","0","0","0","0","3","","","","","","57824885","6.68677","7.29498","2.4524","0","11499","thing","T.I.M.E Stories: Under the Mask","2","4","90","0","90","2016","2,3,4","4","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"Takenoko","70919","6","","0","1","0","0","0","0","0","0","0","3","","","","","","65133738","7.09798","7.22848","1.9767","350","66068","thing","Takenoko","2","4","45","45","45","2011","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Targi","118048","9","","0","1","0","0","0","0","0","0","0","3","","","","","","65133724","7.43266","7.62421","2.3419","135","34130","thing","Targi","2","2","60","60","60","2012","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Telestrations","46213","7.5","","0","1","0","0","0","0","0","0","0","3","","","","","","57828141","7.15837","7.38865","1.0693","296","24460","thing","Telestrations","4","8","30","30","30","2009","5,6,7,8","8","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Terraforming Mars","167791","6.5","","0","1","0","0","0","0","0","0","0","3","","","","","","57824923","8.23239","8.37795","3.2571","6","124416","thing","Terraforming Mars","1","5","120","120","120","2016","1,2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Terraforming Mars: Hellas & Elysium","218127","7","","0","1","0","0","0","0","0","0","0","3","","","","","","57824933","7.87924","8.39045","2.8058","0","33628","thing","Terraforming Mars: Hellas & Elysium","1","5","120","120","90","2017","1,2,3,4,5","3","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Terraforming Mars: Prelude","247030","9","","0","1","0","0","0","0","0","0","0","3","","","","","","57824927","8.39327","8.84588","2.4881","0","41073","thing","Terraforming Mars: Prelude","1","5","120","120","90","2018","1,2,3,4,5","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Three-Dragon Ante: Emperor's Gambit","63196","4","","0","1","0","0","0","0","0","0","0","1","","","","","","57833092","5.74975","6.66664","1.8","4688","1284","thing","Three-Dragon Ante: Emperor's Gambit","2","6","30","30","30","2010","4,5,6","4,5,6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Ticket to Ride: London","276894","8","","0","1","0","0","0","0","0","0","0","3","","","","","","103842670","6.57868","7.12391","1.3176","1015","10410","thing","Ticket to Ride: London","2","4","15","15","10","2019","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ticket to Ride: New York","253284","7.5","","0","1","0","0","0","0","0","0","0","3","","","","","","68075564","6.57298","6.93941","1.2424","1030","14031","thing","Ticket to Ride: New York","2","4","15","15","10","2018","2,3,4","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tides of Time","176229","5.5","","0","1","0","0","0","0","0","0","0","1","","","","","","57832843","6.36583","6.60566","1.5602","1446","11474","thing","Tides of Time","2","2","20","20","15","2015","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Timeline: Inventions","85256","6","","0","1","0","0","0","0","0","0","0","3","","","","","","57829217","6.44078","6.69501","1.0985","1283","14402","thing","Timeline: Inventions","2","8","15","15","15","2010","2,3,4,5,6,7,8","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Tin Helm","347900","7.5","","0","1","0","0","0","0","0","0","0","3","","","","","","103842807","5.73459","7.5712","1.5455","4892","952","thing","Tin Helm","1","1","30","30","0","2021","1","1","14+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Tiny Epic Defenders","155708","7","","0","1","0","0","0","0","0","0","0","3","","","","","","57825272","5.92862","6.25612","1.8137","3165","7084","thing","Tiny Epic Defenders","1","4","30","30","30","2015","1,2,3,4","1","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Tiny Epic Dinosaurs","291508","6","","0","1","0","0","0","0","0","0","0","1","","","","","","76233424","6.60127","7.34677","2.6338","979","9501","thing","Tiny Epic Dinosaurs","1","4","60","60","30","2020","1,2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Tiny Epic Galaxies","163967","9.5","","0","1","0","0","0","0","0","0","0","3","","","","","","52754237","7.1338","7.34498","2.1552","311","35624","thing","Tiny Epic Galaxies","1","5","45","45","30","2015","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Tiny Epic Western","180852","7","","0","1","0","0","0","0","0","0","0","3","","","","","","57825238","6.23714","6.64105","2.8818","1800","11915","thing","Tiny Epic Western","1","4","45","45","30","2016","1,3,4","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Tiny Epic Zombies","244536","6","","0","1","0","0","0","0","0","0","0","3","","","","","","57825391","6.48585","6.96674","2.4787","1190","15080","thing","Tiny Epic Zombies","1","5","45","45","30","2018","1,2,3,4,5","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Tsuro","16992","6","","0","1","0","0","0","0","0","0","0","3","","","","","","57828151","6.54096","6.66463","1.2267","1091","39785","thing","Tsuro","2","8","20","20","15","2005","2,3,4,5,6,7,8","4,6","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Unlock!: Escape Adventures – Squeek & Sausage","216092","8","","0","1","0","0","0","0","0","0","0","3","","","","","","57828251","6.50997","7.16823","2.1176","1144","4295","thing","Unlock!: Escape Adventures – Squeek & Sausage","1","6","75","75","45","2017","1,2,3,4","2,3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Unlock!: Escape Adventures – The Formula","216091","6.5","","0","1","0","0","0","0","0","0","0","3","","","","","","57828275","6.39513","7.00716","2.3333","1380","4030","thing","Unlock!: Escape Adventures – The Formula","1","6","75","75","45","2017","1,2,3,4","2,3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Unlock!: Escape Adventures – The Island of Doctor Goorse","216094","0","","0","1","0","0","0","0","0","0","0","1","","","","","","57922521","6.08782","6.68331","2.96","2346","3503","thing","Unlock!: Escape Adventures – The Island of Doctor Goorse","2","6","60","60","60","2017","2,3,4,5,6","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Unlock!: Mystery Adventures – The House on the Hill","230303","8.5","","0","1","0","0","0","0","0","0","0","3","","","","","","57828262","6.27965","6.99589","1.8077","1667","3562","thing","Unlock!: Mystery Adventures – The House on the Hill","1","6","60","60","60","2017","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Unlock!: Mystery Adventures – The Nautilus' Traps","230304","8","","0","1","0","0","0","0","0","0","0","3","","","","","","57828257","5.74369","5.96994","2.7586","4761","3473","thing","Unlock!: Mystery Adventures – The Nautilus' Traps","1","6","60","60","60","2017","2,3,4","2,3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Unlock!: Mystery Adventures – The Tonipal's Treasure","230305","6.5","","0","1","0","0","0","0","0","0","0","1","","","","","","57922517","6.24646","6.98916","2.4762","1779","3726","thing","Unlock!: Mystery Adventures – The Tonipal's Treasure","1","6","60","60","60","2017","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Unlock!: Secret Adventures – A Noside Story","245352","6.5","","0","1","0","0","0","0","0","0","0","1","","","","","","57922524","6.11439","7.03786","2.4444","2258","1845","thing","Unlock!: Secret Adventures – A Noside Story","1","6","60","60","60","2018","1,2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Via Magica","300936","7","","0","1","0","0","0","0","0","0","0","1","","","","","","79179461","6.04551","6.77925","1.5122","2527","2011","thing","Via Magica","2","6","30","30","30","2020","2,3,4,5,6","3,4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Via Nebula","191231","7.5","","0","1","0","0","0","0","0","0","0","3","","","","","","65133722","6.55665","7.03375","2.2381","1056","6122","thing","Via Nebula","2","4","60","60","45","2016","2,3,4","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Viticulture Essential Edition","183394","10","","0","1","0","0","0","0","0","0","0","3","","","","","","57834784","7.86135","8.0109","2.8899","33","61408","thing","Viticulture Essential Edition","1","6","90","90","45","2015","1,2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Viticulture: Tuscany Essential Edition","202174","10","","0","1","0","0","0","0","0","0","0","3","","","","","","79179380","8.00333","8.57491","3.2692","0","25591","thing","Viticulture: Tuscany Essential Edition","1","6","150","150","60","2016","1,2,3,4,5,6","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Welcome to the Dungeon","150312","7.5","","0","1","0","0","0","0","0","0","0","3","","","","","","57832871","6.4053","6.55363","1.2318","1351","24495","thing","Welcome to the Dungeon","2","4","30","30","30","2013","2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Welcome To...","233867","8.5","","0","1","0","0","0","0","0","0","0","3","","","","","","69220518","7.39897","7.55576","1.8288","153","44024","thing","Welcome To...","1","100","25","25","25","2018","1,2,3,4,5,6,7,8,9,10,11,12","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Werewords","219215","6","","0","1","0","0","0","0","0","0","0","3","","","","","","57829181","6.65665","7.14309","1.1642","890","8234","thing","Werewords","4","10","10","10","10","2017","4,5,6,7,8,9,10","6,7","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Western Legends","232405","8","","0","1","0","0","0","0","0","0","0","1","","","","","","90596152","7.21443","7.61541","2.8333","260","15865","thing","Western Legends","2","6","90","90","60","2018","3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"When I Dream","198454","5.5","","0","1","0","0","0","0","0","0","0","1","","","","","","57829452","6.5482","6.97912","1.2051","1074","9527","thing","When I Dream","4","10","40","40","20","2016","4,5,6,7,8,9,10","6","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Wits & Wagers Family","66588","8","","0","1","0","0","0","0","0","0","0","3","","It's cornbread: Simple, quick, highly enjoyable. It's a trivia game where the dumb-dumbs can do just as well as the know-it-alls without anyone holding back.","","","","40821713","6.22003","6.91321","1.0988","1853","4357","thing","Wits & Wagers Family","3","10","20","20","20","2010","3,4,5,6,7,8,9,10","5,6","6+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Wobble King","242550","6.5","","0","1","0","0","0","0","0","0","0","3","","","","","","97147587","5.51027","5.74444","1","18136","143","thing","Wobble King","2","4","15","15","5","2018","2,3,4","2,3,4","3–5","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Zombie Dice","62871","6.5","","0","1","0","0","0","0","0","0","0","3","","","","","","58400748","6.08265","6.22265","1.0957","2375","34454","thing","Zombie Dice","2","99","20","20","10","2010","2,3,4,5,6,7,8","4,5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
